nodes,ppm,topo,seed,mask,prr,delay_ms,nlt_ms,gen,recv
80,100,07,1,etx-pfi-re-qo-hc__1011011,0.556022,2381.32,1135499,175833,97767
80,100,08,1,etx-pfi-re-qo-hc__1011011,0.437480,2102.33,888346,127704,55868
80,100,09,1,etx-pfi-re-qo-hc__1011011,0.601644,2917.51,684388,166866,100394
80,100,10,1,etx-pfi-re-qo-hc__1011011,0.602855,2603.68,901469,155918,93996
80,120,01,1,etx-pfi-re-qo-hc__1011011,0.429827,2798.28,822791,160169,68845
80,120,02,1,etx-pfi-re-qo-hc__1011011,0.570644,3035.28,538896,183647,104797
80,120,03,1,etx-pfi-re-qo-hc__1011011,0.385607,2537.52,872064,123937,47791
80,120,04,1,etx-pfi-re-qo-hc__1011011,0.367617,3214.65,583384,143704,52828
80,120,05,1,etx-pfi-re-qo-hc__1011011,0.508153,2988.84,502932,186302,94670
80,120,06,1,etx-pfi-re-qo-hc__1011011,0.298140,2755.56,579111,93399,27846
80,120,07,1,etx-pfi-re-qo-hc__1011011,0.507673,2938.67,724268,182708,92756
80,120,08,1,etx-pfi-re-qo-hc__1011011,0.339825,2552.96,846385,125435,42626
80,120,09,1,etx-pfi-re-qo-hc__1011011,0.558008,3218.34,869864,183275,102269
80,120,10,1,etx-pfi-re-qo-hc__1011011,0.523088,2371.72,827821,187846,98260
100,80,01,1,etx-pfi-re-qo-hc__1011011,0.442588,2186.11,1149297,179257,79337
100,80,02,1,etx-pfi-re-qo-hc__1011011,0.350060,2538.60,632541,146969,51448
100,80,03,1,etx-pfi-re-qo-hc__1011011,0.310018,2461.35,1074775,141192,43772
100,80,04,1,etx-pfi-re-qo-hc__1011011,0.442444,2396.05,766989,164206,72652
100,80,05,1,etx-pfi-re-qo-hc__1011011,0.431899,3284.75,815838,194969,84207
100,80,06,1,etx-pfi-re-qo-hc__1011011,0.415178,2028.46,784924,125751,52209
100,80,07,1,etx-pfi-re-qo-hc__1011011,0.369151,2198.26,1182853,158331,58448
100,80,08,1,etx-pfi-re-qo-hc__1011011,0.292684,2440.28,722746,118756,34758
100,80,09,1,etx-pfi-re-qo-hc__1011011,0.399552,2534.68,684230,161088,64363
100,80,10,1,etx-pfi-re-qo-hc__1011011,0.469916,2262.53,833281,178832,84036
100,100,01,1,etx-pfi-re-qo-hc__1011011,0.386137,2714.87,836407,197264,76171
100,100,02,1,etx-pfi-re-qo-hc__1011011,0.478817,2833.57,750981,211517,101278
100,100,03,1,etx-pfi-re-qo-hc__1011011,0.365853,2436.32,949557,146299,53524
100,100,04,1,etx-pfi-re-qo-hc__1011011,0.393477,2449.76,1366256,186926,73551
100,100,05,1,etx-pfi-re-qo-hc__1011011,0.371588,3235.56,578317,216490,80445
100,100,06,1,etx-pfi-re-qo-hc__1011011,0.390266,2355.00,236394,124059,48416
100,100,07,1,etx-pfi-re-qo-hc__1011011,0.417825,2682.00,821444,186037,77731
100,100,08,1,etx-pfi-re-qo-hc__1011011,0.226836,2288.61,840790,141305,32053
100,100,09,1,etx-pfi-re-qo-hc__1011011,0.431790,3200.19,799180,204236,88187
100,100,10,1,etx-pfi-re-qo-hc__1011011,0.422715,2560.94,635883,208845,88282
100,120,01,1,etx-pfi-re-qo-hc__1011011,0.407080,2950.84,997402,214061,87140
100,120,02,1,etx-pfi-re-qo-hc__1011011,0.484841,2682.43,492854,204436,99119
100,120,03,1,etx-pfi-re-qo-hc__1011011,0.262768,2920.64,934053,193673,50891
100,120,04,1,etx-pfi-re-qo-hc__1011011,0.366642,2975.55,924276,218319,80045
100,120,05,1,etx-pfi-re-qo-hc__1011011,0.344953,2976.45,1276687,243804,84101
100,120,06,1,etx-pfi-re-qo-hc__1011011,0.319912,2196.95,676784,93929,30049
100,120,07,1,etx-pfi-re-qo-hc__1011011,0.438786,2558.25,754687,205989,90385
100,120,08,1,etx-pfi-re-qo-hc__1011011,0.182901,2182.01,824787,122323,22373
100,120,09,1,etx-pfi-re-qo-hc__1011011,0.422305,3139.11,920894,242320,102333
100,120,10,1,etx-pfi-re-qo-hc__1011011,0.448245,2870.04,660731,216045,96841
60,80,01,1,etx-re-bdi-qo__1001110,0.602169,2403.20,453930,114506,68952
60,80,02,1,etx-re-bdi-qo__1001110,0.681657,2340.78,348074,103266,70392
60,80,03,1,etx-re-bdi-qo__1001110,0.356866,2570.88,575119,65327,23313
60,80,04,1,etx-re-bdi-qo__1001110,0.686804,2394.76,542321,110295,75751
60,80,05,1,etx-re-bdi-qo__1001110,0.785265,2079.75,290609,94698,74363
60,80,06,1,etx-re-bdi-qo__1001110,0.527673,2530.83,461543,98525,51989
60,80,07,1,etx-re-bdi-qo__1001110,0.623785,2652.39,738744,129713,80913
60,80,08,1,etx-re-bdi-qo__1001110,0.420704,2235.76,372892,85830,36109
60,80,09,1,etx-re-bdi-qo__1001110,0.712173,2442.07,553871,117536,83706
60,80,10,1,etx-re-bdi-qo__1001110,0.722012,1849.83,410064,102803,74225
60,100,01,1,etx-re-bdi-qo__1001110,0.539971,2777.64,339068,124390,67167
60,100,02,1,etx-re-bdi-qo__1001110,0.686845,2399.81,249410,116971,80341
60,100,03,1,etx-re-bdi-qo__1001110,0.428942,2309.73,531984,77789,33367
60,100,04,1,etx-re-bdi-qo__1001110,0.616861,3001.71,652984,132649,81826
60,100,05,1,etx-re-bdi-qo__1001110,0.678873,2566.75,444787,113248,76881
60,100,06,1,etx-re-bdi-qo__1001110,0.416781,1995.68,476311,70471,29371
60,100,07,1,etx-re-bdi-qo__1001110,0.594781,2850.27,609530,133254,79257
60,100,08,1,etx-re-bdi-qo__1001110,0.472516,2088.02,433909,100877,47666
60,100,09,1,etx-re-bdi-qo__1001110,0.726121,2648.53,466091,135819,98621
60,100,10,1,etx-re-bdi-qo__1001110,0.687654,2330.71,477947,114626,78823
60,120,01,1,etx-re-bdi-qo__1001110,0.557241,2710.44,597666,150732,83994
60,120,02,1,etx-re-bdi-qo__1001110,0.646330,2761.76,336250,132632,85724
60,120,03,1,etx-re-bdi-qo__1001110,0.270696,2530.74,327605,64094,17350
60,120,04,1,etx-re-bdi-qo__1001110,0.621625,3571.80,443261,141357,87871
